id,shopCode,sku,productName,type,quantityBefore,quantityChange,quantityAfter,reason,timestamp,createdAt
"mov_tx5r3r2cg","MAIN","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","51","-2","49","Customer Sale","2026-07-13T06:10:25.269Z","2026-07-13T06:10:25.269Z"
"mov_z77kyeixs","MAIN","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","76","-2","74","Customer Sale","2026-07-13T06:10:25.269Z","2026-07-13T06:10:25.269Z"
"mov_6esbmsv7w","MAIN","GRO-SUGAR-1KG","Sugar (1kg)","sale","30","-1","29","Customer Sale","2026-07-13T06:10:25.269Z","2026-07-13T06:10:25.269Z"
"mov_xs04u7b4p","MAIN","ELE-CHARGER","Wall Charger (18W)","sale","36","-4","32","Customer Sale","2026-07-13T06:10:25.269Z","2026-07-13T06:10:25.269Z"
"mov_8w95xp69u","MAIN","ELE-CABLE-C","Type-C Charging Cable","sale","45","-4","41","Customer Sale","2026-07-13T06:10:25.269Z","2026-07-13T06:10:25.269Z"
"mov_qqdpejkk","BR-03","GRO-MILK-1L","Milk Pack (1L)","sale","35","-4","31","Customer Sale","2026-07-22T13:57:45.269Z","2026-07-22T13:57:45.269Z"
"mov_44rvj53d3","BR-03","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","81","-4","77","Customer Sale","2026-07-22T13:57:45.269Z","2026-07-22T13:57:45.269Z"
"mov_occ8tfb49","MAIN","PER-TISSUE","Tissue Box (150s)","sale","9","-1","8","Customer Sale","2026-08-07T13:40:34.269Z","2026-08-07T13:40:34.269Z"
"mov_ajtdsfoyv","MAIN","ELE-USB-32GB","USB Flash Drive 32GB","sale","58","-3","55","Customer Sale","2026-08-07T13:40:34.269Z","2026-08-07T13:40:34.269Z"
"mov_y3zkp46h5","MAIN","ELE-USB-32GB","USB Flash Drive 32GB","sale","55","-3","52","Customer Sale","2026-08-07T13:40:34.269Z","2026-08-07T13:40:34.269Z"
"mov_opdxwldt6","MAIN","GRO-OIL-1L","Cooking Oil (1L)","sale","78","-4","74","Customer Sale","2026-08-07T13:40:34.269Z","2026-08-07T13:40:34.269Z"
"mov_dukye5rdk","MAIN","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","74","-3","71","Customer Sale","2026-08-07T13:40:34.269Z","2026-08-07T13:40:34.269Z"
"mov_2gczfdhrv","MAIN","GRO-OIL-1L","Cooking Oil (1L)","sale","74","-2","72","Customer Sale","2026-08-07T13:40:34.269Z","2026-08-07T13:40:34.269Z"
"mov_d58d5h7ew","BR-03","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","0","-4","0","Customer Sale","2026-07-24T10:47:57.269Z","2026-07-24T10:47:57.269Z"
"mov_ezst2deip","BR-03","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","6","-3","3","Customer Sale","2026-07-24T10:47:57.269Z","2026-07-24T10:47:57.269Z"
"mov_zt3hlksjv","BR-03","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","3","-2","1","Customer Sale","2026-07-24T10:47:57.269Z","2026-07-24T10:47:57.269Z"
"mov_corfqltom","BR-03","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","85","-2","83","Customer Sale","2026-07-24T10:47:57.269Z","2026-07-24T10:47:57.269Z"
"mov_55nmx7l0d","BR-03","GRO-RICE-5KG","Rice (5kg)","sale","22","-3","19","Customer Sale","2026-07-24T10:47:57.269Z","2026-07-24T10:47:57.269Z"
"mov_vmcnessvh","BR-03","ELE-POWERBANK","Power Bank (10000mAh)","sale","32","-2","30","Customer Sale","2026-07-24T10:47:57.269Z","2026-07-24T10:47:57.269Z"
"mov_dnd08eysf","BR-03","PER-SOAP","Hand Soap (100g)","sale","28","-1","27","Customer Sale","2026-07-17T10:25:35.269Z","2026-07-17T10:25:35.269Z"
"mov_3apathb6t","BR-03","GRO-RICE-5KG","Rice (5kg)","sale","19","-3","16","Customer Sale","2026-07-17T10:25:35.269Z","2026-07-17T10:25:35.269Z"
"mov_o1kg39q7x","BR-03","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","87","-4","83","Customer Sale","2026-07-17T10:25:35.269Z","2026-07-17T10:25:35.269Z"
"mov_vivibkkb6","BR-03","GRO-OIL-1L","Cooking Oil (1L)","sale","60","-4","56","Customer Sale","2026-07-17T10:25:35.269Z","2026-07-17T10:25:35.269Z"
"mov_23mvftdpt","BR-03","GRO-SUGAR-1KG","Sugar (1kg)","sale","64","-1","63","Customer Sale","2026-07-17T10:25:35.269Z","2026-07-17T10:25:35.269Z"
"mov_o3cyknuk5","BR-03","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","40","-2","38","Customer Sale","2026-07-17T10:25:35.269Z","2026-07-17T10:25:35.269Z"
"mov_fihz7yor6","BR-03","ELE-CABLE-C","Type-C Charging Cable","sale","51","-3","48","Customer Sale","2026-07-29T05:33:58.270Z","2026-07-29T05:33:58.270Z"
"mov_3rrmix5lk","BR-03","ELE-POWERBANK","Power Bank (10000mAh)","sale","30","-3","27","Customer Sale","2026-07-29T05:33:58.270Z","2026-07-29T05:33:58.270Z"
"mov_oa0kp9of4","BR-03","PER-FACEWASH","Face Wash (100ml)","sale","93","-4","89","Customer Sale","2026-07-29T05:33:58.270Z","2026-07-29T05:33:58.270Z"
"mov_42wmf3cu1","BR-03","GRO-MILK-1L","Milk Pack (1L)","sale","31","-2","29","Customer Sale","2026-07-29T05:33:58.270Z","2026-07-29T05:33:58.270Z"
"mov_rkn9kpdo6","BR-02","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","103","-2","101","Customer Sale","2026-07-24T09:49:33.270Z","2026-07-24T09:49:33.270Z"
"mov_jp15d2f3e","BR-02","ELE-CABLE-C","Type-C Charging Cable","sale","58","-3","55","Customer Sale","2026-07-24T09:49:33.270Z","2026-07-24T09:49:33.270Z"
"mov_q0rgrys34","BR-02","ELE-POWERBANK","Power Bank (10000mAh)","sale","33","-1","32","Customer Sale","2026-07-24T09:49:33.270Z","2026-07-24T09:49:33.270Z"
"mov_f6b4zftsj","BR-02","ELE-USB-32GB","USB Flash Drive 32GB","sale","68","-3","65","Customer Sale","2026-07-24T09:49:33.270Z","2026-07-24T09:49:33.270Z"
"mov_oqvmg2uzv","BR-02","GRO-OIL-1L","Cooking Oil (1L)","sale","10","-3","7","Customer Sale","2026-07-24T09:49:33.270Z","2026-07-24T09:49:33.270Z"
"mov_sv2o37a4y","BR-02","ELE-POWERBANK","Power Bank (10000mAh)","sale","32","-1","31","Customer Sale","2026-07-24T09:49:33.270Z","2026-07-24T09:49:33.270Z"
"mov_fxoq2w65m","BR-02","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","101","-2","99","Customer Sale","2026-07-31T10:50:01.270Z","2026-07-31T10:50:01.270Z"
"mov_sexdmr471","BR-02","ELE-POWERBANK","Power Bank (10000mAh)","sale","31","-4","27","Customer Sale","2026-07-31T10:50:01.270Z","2026-07-31T10:50:01.270Z"
"mov_ilgyn3xxr","BR-02","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","2","-2","0","Customer Sale","2026-07-31T10:50:01.270Z","2026-07-31T10:50:01.270Z"
"mov_n04v1vdej","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","78","-2","76","Customer Sale","2026-07-31T10:50:01.270Z","2026-07-31T10:50:01.270Z"
"mov_a8jg4jluy","BR-02","PER-TISSUE","Tissue Box (150s)","sale","0","-4","0","Customer Sale","2026-08-05T11:47:42.270Z","2026-08-05T11:47:42.270Z"
"mov_9shd6s0gv","BR-02","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","86","-1","85","Customer Sale","2026-08-05T11:47:42.270Z","2026-08-05T11:47:42.270Z"
"mov_yp4msoumh","BR-02","PER-TOOTHPASTE","Toothpaste (120g)","sale","43","-4","39","Customer Sale","2026-08-05T11:47:42.270Z","2026-08-05T11:47:42.270Z"
"mov_rj86888vk","BR-02","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","50","-1","49","Customer Sale","2026-08-05T11:47:42.270Z","2026-08-05T11:47:42.270Z"
"mov_3cropbdak","MAIN","ELE-CABLE-C","Type-C Charging Cable","sale","41","-1","40","Customer Sale","2026-07-23T05:26:13.270Z","2026-07-23T05:26:13.270Z"
"mov_x9cg8ip1o","MAIN","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","49","-4","45","Customer Sale","2026-07-23T05:26:13.270Z","2026-07-23T05:26:13.270Z"
"mov_i74c7pcvn","BR-03","ELE-CHARGER","Wall Charger (18W)","sale","100","-2","98","Customer Sale","2026-08-07T09:17:31.270Z","2026-08-07T09:17:31.270Z"
"mov_cpuery56q","BR-03","GRO-TEA-900G","Tea (900g)","sale","71","-4","67","Customer Sale","2026-08-07T09:17:31.270Z","2026-08-07T09:17:31.270Z"
"mov_huxnkecdv","BR-03","BEV-JUICE-1L","Mango Juice (1L)","sale","23","-4","19","Customer Sale","2026-08-07T09:17:31.270Z","2026-08-07T09:17:31.270Z"
"mov_g8p7tie6k","BR-03","PER-TOOTHPASTE","Toothpaste (120g)","sale","37","-2","35","Customer Sale","2026-08-07T09:17:31.270Z","2026-08-07T09:17:31.270Z"
"mov_fymjx8uzq","BR-02","PER-FACEWASH","Face Wash (100ml)","sale","85","-2","83","Customer Sale","2026-08-01T07:27:09.270Z","2026-08-01T07:27:09.270Z"
"mov_59fep5oi6","BR-02","ELE-CABLE-C","Type-C Charging Cable","sale","55","-4","51","Customer Sale","2026-08-01T07:27:09.270Z","2026-08-01T07:27:09.270Z"
"mov_npjmyycye","BR-02","ELE-POWERBANK","Power Bank (10000mAh)","sale","27","-4","23","Customer Sale","2026-08-01T07:27:09.270Z","2026-08-01T07:27:09.270Z"
"mov_hwbifdih5","BR-02","PER-TOOTHPASTE","Toothpaste (120g)","sale","39","-4","35","Customer Sale","2026-08-01T07:27:09.270Z","2026-08-01T07:27:09.270Z"
"mov_mj85qee35","MAIN","ELE-CABLE-C","Type-C Charging Cable","sale","40","-4","36","Customer Sale","2026-08-03T11:08:31.270Z","2026-08-03T11:08:31.270Z"
"mov_u53nk3u1u","MAIN","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","69","-4","65","Customer Sale","2026-08-03T11:08:31.270Z","2026-08-03T11:08:31.270Z"
"mov_trftqz3um","MAIN","BEV-JUICE-1L","Mango Juice (1L)","sale","41","-2","39","Customer Sale","2026-08-10T14:58:13.270Z","2026-08-10T14:58:13.270Z"
"mov_chy7n2an4","MAIN","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","101","-3","98","Customer Sale","2026-08-10T14:58:13.270Z","2026-08-10T14:58:13.270Z"
"mov_x0sawiuf8","MAIN","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","45","-4","41","Customer Sale","2026-08-10T14:58:13.270Z","2026-08-10T14:58:13.270Z"
"mov_7ntf815fx","MAIN","ELE-CHARGER","Wall Charger (18W)","sale","32","-3","29","Customer Sale","2026-08-10T14:58:13.270Z","2026-08-10T14:58:13.270Z"
"mov_ezaxyc7b6","MAIN","PER-SOAP","Hand Soap (100g)","sale","30","-4","26","Customer Sale","2026-08-10T14:58:13.270Z","2026-08-10T14:58:13.270Z"
"mov_1na8666gs","MAIN","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","53","-4","49","Customer Sale","2026-08-10T14:58:13.270Z","2026-08-10T14:58:13.270Z"
"mov_e1f6joom0","BR-02","PER-TISSUE","Tissue Box (150s)","sale","0","-1","0","Customer Sale","2026-08-10T10:23:39.270Z","2026-08-10T10:23:39.270Z"
"mov_ltnt5zq5a","BR-02","ELE-EARBUDS","Wireless Earbuds","sale","27","-4","23","Customer Sale","2026-08-10T10:23:39.270Z","2026-08-10T10:23:39.270Z"
"mov_0lmp6cdbj","BR-02","ELE-EARBUDS","Wireless Earbuds","sale","23","-1","22","Customer Sale","2026-08-10T10:23:39.270Z","2026-08-10T10:23:39.270Z"
"mov_nvmagps4v","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","76","-2","74","Customer Sale","2026-08-10T10:23:39.270Z","2026-08-10T10:23:39.270Z"
"mov_w3ps5vw2q","MAIN","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","65","-3","62","Customer Sale","2026-07-15T12:55:46.270Z","2026-07-15T12:55:46.270Z"
"mov_qwqfqgb23","MAIN","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","59","-3","56","Customer Sale","2026-07-15T12:55:46.270Z","2026-07-15T12:55:46.270Z"
"mov_53fk9r2hm","MAIN","GRO-OIL-1L","Cooking Oil (1L)","sale","72","-3","69","Customer Sale","2026-07-15T12:55:46.270Z","2026-07-15T12:55:46.270Z"
"mov_0nq3qd44m","MAIN","ELE-CHARGER","Wall Charger (18W)","sale","29","-3","26","Customer Sale","2026-08-08T07:37:33.270Z","2026-08-08T07:37:33.270Z"
"mov_3x87aggk6","MAIN","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","62","-1","61","Customer Sale","2026-08-08T07:37:33.270Z","2026-08-08T07:37:33.270Z"
"mov_6t1xekd9u","MAIN","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","56","-3","53","Customer Sale","2026-08-08T07:37:33.270Z","2026-08-08T07:37:33.270Z"
"mov_safydnyfw","MAIN","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","65","-4","61","Customer Sale","2026-08-08T07:37:33.270Z","2026-08-08T07:37:33.270Z"
"mov_qeeaf6vnx","MAIN","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","49","-1","48","Customer Sale","2026-08-08T07:37:33.270Z","2026-08-08T07:37:33.270Z"
"mov_2dmmv7z4g","MAIN","PER-SOAP","Hand Soap (100g)","sale","26","-1","25","Customer Sale","2026-08-06T08:37:19.270Z","2026-08-06T08:37:19.270Z"
"mov_z1w9qc38w","MAIN","GRO-OIL-1L","Cooking Oil (1L)","sale","69","-1","68","Customer Sale","2026-08-06T08:37:19.270Z","2026-08-06T08:37:19.270Z"
"mov_d7rixmv0v","MAIN","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","98","-2","96","Customer Sale","2026-08-06T08:37:19.270Z","2026-08-06T08:37:19.270Z"
"mov_fhoyff293","MAIN","GRO-TEA-900G","Tea (900g)","sale","10","-2","8","Customer Sale","2026-08-06T08:37:19.270Z","2026-08-06T08:37:19.270Z"
"mov_l2c67spm1","MAIN","ELE-CHARGER","Wall Charger (18W)","sale","26","-4","22","Customer Sale","2026-08-06T08:37:19.270Z","2026-08-06T08:37:19.270Z"
"mov_oitp5dwti","BR-03","ELE-POWERBANK","Power Bank (10000mAh)","sale","27","-1","26","Customer Sale","2026-07-16T11:02:58.270Z","2026-07-16T11:02:58.270Z"
"mov_bly73n3ts","BR-03","GRO-MILK-1L","Milk Pack (1L)","sale","29","-3","26","Customer Sale","2026-07-16T11:02:58.270Z","2026-07-16T11:02:58.270Z"
"mov_1kovuopd1","MAIN","GRO-SUGAR-1KG","Sugar (1kg)","sale","29","-4","25","Customer Sale","2026-07-16T07:43:24.270Z","2026-07-16T07:43:24.270Z"
"mov_g4n3iydvk","MAIN","PER-SOAP","Hand Soap (100g)","sale","25","-1","24","Customer Sale","2026-07-16T07:43:24.270Z","2026-07-16T07:43:24.270Z"
"mov_bqm1gpkc6","BR-02","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","85","-2","83","Customer Sale","2026-07-16T13:34:23.270Z","2026-07-16T13:34:23.270Z"
"mov_ijeuhyntg","BR-02","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","0","-3","0","Customer Sale","2026-07-16T13:34:23.270Z","2026-07-16T13:34:23.270Z"
"mov_bo0irtmk4","BR-02","ELE-CHARGER","Wall Charger (18W)","sale","59","-3","56","Customer Sale","2026-07-16T13:34:23.270Z","2026-07-16T13:34:23.270Z"
"mov_vnd2deds4","BR-02","GRO-TEA-900G","Tea (900g)","sale","49","-2","47","Customer Sale","2026-08-11T06:38:01.270Z","2026-08-11T06:38:01.270Z"
"mov_pkjaqgh45","BR-02","GRO-TEA-900G","Tea (900g)","sale","47","-2","45","Customer Sale","2026-08-11T06:38:01.270Z","2026-08-11T06:38:01.270Z"
"mov_b43jpekp5","BR-02","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","99","-2","97","Customer Sale","2026-08-11T06:38:01.270Z","2026-08-11T06:38:01.270Z"
"mov_u7xjvemb6","BR-02","ELE-USB-32GB","USB Flash Drive 32GB","sale","65","-1","64","Customer Sale","2026-08-11T06:38:01.270Z","2026-08-11T06:38:01.270Z"
"mov_xy7vwa0lx","BR-02","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","89","-4","85","Customer Sale","2026-07-30T15:03:00.270Z","2026-07-30T15:03:00.270Z"
"mov_np5owl8gb","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","74","-4","70","Customer Sale","2026-07-30T15:03:00.270Z","2026-07-30T15:03:00.270Z"
"mov_8067ekodn","BR-02","GRO-SUGAR-1KG","Sugar (1kg)","sale","66","-3","63","Customer Sale","2026-07-30T15:03:00.270Z","2026-07-30T15:03:00.270Z"
"mov_fqtzaph3g","BR-02","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","49","-3","46","Customer Sale","2026-07-30T15:03:00.270Z","2026-07-30T15:03:00.270Z"
"mov_ipz91qviu","BR-02","PER-SOAP","Hand Soap (100g)","sale","0","-2","0","Customer Sale","2026-07-17T07:08:13.270Z","2026-07-17T07:08:13.270Z"
"mov_mws7lb6gs","BR-02","GRO-OIL-1L","Cooking Oil (1L)","sale","7","-2","5","Customer Sale","2026-07-17T07:08:13.270Z","2026-07-17T07:08:13.270Z"
"mov_mse0ovmv1","BR-02","ELE-POWERBANK","Power Bank (10000mAh)","sale","23","-4","19","Customer Sale","2026-07-17T07:08:13.270Z","2026-07-17T07:08:13.270Z"
"mov_it9coov9j","MAIN","GRO-SUGAR-1KG","Sugar (1kg)","sale","25","-1","24","Customer Sale","2026-07-16T13:42:35.270Z","2026-07-16T13:42:35.270Z"
"mov_9jn2qolvh","MAIN","ELE-POWERBANK","Power Bank (10000mAh)","sale","40","-3","37","Customer Sale","2026-07-16T13:42:35.270Z","2026-07-16T13:42:35.270Z"
"mov_shddm9s5m","MAIN","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","61","-3","58","Customer Sale","2026-07-16T13:42:35.270Z","2026-07-16T13:42:35.270Z"
"mov_8vhmty2ld","MAIN","ELE-USB-32GB","USB Flash Drive 32GB","sale","52","-4","48","Customer Sale","2026-07-16T13:42:35.270Z","2026-07-16T13:42:35.270Z"
"mov_044ufng4c","MAIN","GRO-OIL-1L","Cooking Oil (1L)","sale","68","-4","64","Customer Sale","2026-07-16T13:42:35.270Z","2026-07-16T13:42:35.270Z"
"mov_kvud466c8","BR-02","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","18","-1","17","Customer Sale","2026-07-30T03:30:20.270Z","2026-07-30T03:30:20.270Z"
"mov_rcahigc4l","BR-02","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","17","-2","15","Customer Sale","2026-07-30T03:30:20.270Z","2026-07-30T03:30:20.270Z"
"mov_zdidvtmxy","BR-02","GRO-RICE-5KG","Rice (5kg)","sale","47","-1","46","Customer Sale","2026-07-30T03:30:20.270Z","2026-07-30T03:30:20.270Z"
"mov_bjjwoo5qx","BR-02","GRO-TEA-900G","Tea (900g)","sale","45","-1","44","Customer Sale","2026-07-30T08:39:16.270Z","2026-07-30T08:39:16.270Z"
"mov_8dlyyo22g","BR-02","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","0","-4","0","Customer Sale","2026-07-30T08:39:16.270Z","2026-07-30T08:39:16.270Z"
"mov_vcdhgkxxw","BR-03","ELE-CHARGER","Wall Charger (18W)","sale","98","-2","96","Customer Sale","2026-07-26T04:43:55.271Z","2026-07-26T04:43:55.271Z"
"mov_82uf1wae2","BR-03","GRO-OIL-1L","Cooking Oil (1L)","sale","56","-3","53","Customer Sale","2026-07-26T04:43:55.271Z","2026-07-26T04:43:55.271Z"
"mov_8x9searvc","BR-03","ELE-CABLE-C","Type-C Charging Cable","sale","48","-1","47","Customer Sale","2026-07-26T04:43:55.271Z","2026-07-26T04:43:55.271Z"
"mov_qel73isab","BR-02","GRO-TEA-900G","Tea (900g)","sale","44","-2","42","Customer Sale","2026-07-27T15:11:06.271Z","2026-07-27T15:11:06.271Z"
"mov_l9lvmfh2p","BR-02","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","40","-2","38","Customer Sale","2026-07-27T15:11:06.271Z","2026-07-27T15:11:06.271Z"
"mov_jtat7wg1u","BR-02","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","27","-1","26","Customer Sale","2026-07-27T15:11:06.271Z","2026-07-27T15:11:06.271Z"
"mov_1rzq13lme","BR-02","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","26","-1","25","Customer Sale","2026-07-27T15:11:06.271Z","2026-07-27T15:11:06.271Z"
"mov_yezkq82q3","BR-02","GRO-TEA-900G","Tea (900g)","sale","42","-3","39","Customer Sale","2026-07-27T15:11:06.271Z","2026-07-27T15:11:06.271Z"
"mov_7fwydy407","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","70","-3","67","Customer Sale","2026-07-24T11:06:51.271Z","2026-07-24T11:06:51.271Z"
"mov_rkle73xlh","BR-02","PER-TOOTHPASTE","Toothpaste (120g)","sale","35","-1","34","Customer Sale","2026-07-24T11:06:51.271Z","2026-07-24T11:06:51.271Z"
"mov_108kc07ni","BR-02","GRO-RICE-5KG","Rice (5kg)","sale","46","-4","42","Customer Sale","2026-07-24T11:06:51.271Z","2026-07-24T11:06:51.271Z"
"mov_eal83l3zs","BR-02","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","25","-3","22","Customer Sale","2026-07-24T11:06:51.271Z","2026-07-24T11:06:51.271Z"
"mov_outtcka0j","BR-02","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","15","-2","13","Customer Sale","2026-07-24T11:06:51.271Z","2026-07-24T11:06:51.271Z"
"mov_eh95es9vd","MAIN","ELE-EARBUDS","Wireless Earbuds","sale","44","-4","40","Customer Sale","2026-08-01T13:53:00.271Z","2026-08-01T13:53:00.271Z"
"mov_sdk46acy0","MAIN","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","58","-1","57","Customer Sale","2026-08-01T13:53:00.271Z","2026-08-01T13:53:00.271Z"
"mov_hfy0jrgiy","MAIN","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","49","-3","46","Customer Sale","2026-07-28T03:15:10.271Z","2026-07-28T03:15:10.271Z"
"mov_adzg3ne08","MAIN","PER-FACEWASH","Face Wash (100ml)","sale","77","-3","74","Customer Sale","2026-07-28T03:15:10.271Z","2026-07-28T03:15:10.271Z"
"mov_yrxg1nrge","MAIN","GRO-RICE-5KG","Rice (5kg)","sale","48","-3","45","Customer Sale","2026-07-28T03:15:10.271Z","2026-07-28T03:15:10.271Z"
"mov_x7jezkezl","MAIN","ELE-USB-32GB","USB Flash Drive 32GB","sale","48","-1","47","Customer Sale","2026-07-28T03:15:10.271Z","2026-07-28T03:15:10.271Z"
"mov_zzxa0cuh7","MAIN","PER-FACEWASH","Face Wash (100ml)","sale","74","-3","71","Customer Sale","2026-07-28T03:15:10.271Z","2026-07-28T03:15:10.271Z"
"mov_lyzk7wq1p","BR-03","ELE-EARBUDS","Wireless Earbuds","sale","43","-2","41","Customer Sale","2026-07-29T10:37:41.271Z","2026-07-29T10:37:41.271Z"
"mov_ib41buop1","BR-03","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","83","-3","80","Customer Sale","2026-07-29T10:37:41.271Z","2026-07-29T10:37:41.271Z"
"mov_bvmeigxfn","BR-03","PER-FACEWASH","Face Wash (100ml)","sale","89","-3","86","Customer Sale","2026-07-29T10:37:41.271Z","2026-07-29T10:37:41.271Z"
"mov_jozlrbui3","BR-03","BEV-JUICE-1L","Mango Juice (1L)","sale","19","-1","18","Customer Sale","2026-07-29T10:37:41.271Z","2026-07-29T10:37:41.271Z"
"mov_dwwse899m","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","67","-4","63","Customer Sale","2026-08-02T09:10:51.271Z","2026-08-02T09:10:51.271Z"
"mov_j8oia3e1j","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","63","-1","62","Customer Sale","2026-08-02T09:10:51.271Z","2026-08-02T09:10:51.271Z"
"mov_c1wml4ilf","BR-02","PER-FACEWASH","Face Wash (100ml)","sale","83","-1","82","Customer Sale","2026-07-13T03:22:17.271Z","2026-07-13T03:22:17.271Z"
"mov_t0wa64wbr","BR-02","PER-TOOTHPASTE","Toothpaste (120g)","sale","34","-2","32","Customer Sale","2026-07-13T03:22:17.271Z","2026-07-13T03:22:17.271Z"
"mov_mxd6umw2f","MAIN","PER-FACEWASH","Face Wash (100ml)","sale","71","-3","68","Customer Sale","2026-07-22T14:01:33.271Z","2026-07-22T14:01:33.271Z"
"mov_sm0kz1vk0","MAIN","GRO-MILK-1L","Milk Pack (1L)","sale","91","-1","90","Customer Sale","2026-07-22T14:01:33.271Z","2026-07-22T14:01:33.271Z"
"mov_9riix9yiv","MAIN","ELE-CABLE-C","Type-C Charging Cable","sale","36","-1","35","Customer Sale","2026-07-22T14:01:33.271Z","2026-07-22T14:01:33.271Z"
"mov_95h0vg35i","MAIN","PER-TOOTHPASTE","Toothpaste (120g)","sale","88","-3","85","Customer Sale","2026-07-22T14:01:33.271Z","2026-07-22T14:01:33.271Z"
"mov_hsa5bgpwz","BR-03","ELE-CABLE-C","Type-C Charging Cable","sale","47","-3","44","Customer Sale","2026-08-01T07:43:00.271Z","2026-08-01T07:43:00.271Z"
"mov_i0l7vhyw1","BR-03","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","83","-3","80","Customer Sale","2026-08-01T07:43:00.271Z","2026-08-01T07:43:00.271Z"
"mov_q8f9x7vv3","BR-03","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","80","-3","77","Customer Sale","2026-07-12T11:40:38.271Z","2026-07-12T11:40:38.271Z"
"mov_43czm0v8o","BR-03","PER-TOOTHPASTE","Toothpaste (120g)","sale","35","-3","32","Customer Sale","2026-07-12T11:40:38.271Z","2026-07-12T11:40:38.271Z"
"mov_uvc1uua4n","BR-03","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","40","-2","38","Customer Sale","2026-07-12T11:40:38.271Z","2026-07-12T11:40:38.271Z"
"mov_r17n9qkuf","BR-02","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","38","-4","34","Customer Sale","2026-07-22T11:15:56.271Z","2026-07-22T11:15:56.271Z"
"mov_79lpkmpn3","BR-02","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","46","-3","43","Customer Sale","2026-07-22T11:15:56.271Z","2026-07-22T11:15:56.271Z"
"mov_ijj5cb31d","BR-02","PER-TISSUE","Tissue Box (150s)","sale","0","-4","0","Customer Sale","2026-07-22T11:15:56.271Z","2026-07-22T11:15:56.271Z"
"mov_bbuoj2scw","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","62","-4","58","Customer Sale","2026-07-22T11:15:56.271Z","2026-07-22T11:15:56.271Z"
"mov_yehnw8h6e","BR-02","ELE-CHARGER","Wall Charger (18W)","sale","56","-2","54","Customer Sale","2026-07-22T11:15:56.271Z","2026-07-22T11:15:56.271Z"
"mov_zr9xfwldc","BR-02","ELE-POWERBANK","Power Bank (10000mAh)","sale","19","-4","15","Customer Sale","2026-07-22T11:15:56.271Z","2026-07-22T11:15:56.271Z"
